model,persona_condition,prompt_version,protocol_signature,run_phase,run_status,factor,level_left,level_right,n_comparisons_in_stratum,n_left,n_right,mean_left,mean_right,t,df,p_value,cohens_d,p_value_bonferroni
gpt-5-nano,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.2664490370740371,0.29147498334998334,-0.28574705037636605,36.522487390475334,0.7766863217030778,-0.09036115138641908,1.0
gpt-5-nano,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.2664490370740371,0.3149416555666556,-0.5489130994290252,36.32315577939618,0.5864237846354582,-0.1735815631698191,1.0
gpt-5-nano,R1-R4,ai-race-fairgame-v3,54e34cb2cbdda8a3e58434ba1ec3f67263b35fb7a14e40efc7094166e4d26f6c,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.29147498334998334,0.3149416555666556,-0.2427221377779345,37.99218147772957,0.8095262958518142,-0.07675547939234736,1.0
gpt-5-nano,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.302132104007104,0.24760038572538573,0.6378108314049791,37.42522172896049,0.5274801874414304,0.20169349435653855,1.0
gpt-5-nano,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.302132104007104,0.34999021811521813,-0.46217130912424376,36.03064265739261,0.6467372514963625,-0.14615140060143703,1.0
gpt-5-nano,R1-R5,ai-race-fairgame-v3,f1e253d8fb164767a13e1e0dfc09e99d1ba68fd9952ce60cfc53df0a6a108790,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.24760038572538573,0.34999021811521813,-1.0334069958455685,33.90261982102826,0.30872924072115854,-0.32679198568241585,0.9261877221634756
gpt-5-nano,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.30579483016983017,0.3040549034299035,0.018102916203663857,37.84576143251996,0.9856518554200768,0.005724644749474639,1.0
gpt-5-nano,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.30579483016983017,0.28789620102120106,0.19132420450197402,37.994649695393974,0.8492903721877192,0.060502025774607886,1.0
gpt-5-nano,R1-R6,ai-race-fairgame-v3,578aed3e5e391ad7e0d1df7dece1d043f7c9bd2727310bca65229822b65c0c5b,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3040549034299035,0.28789620102120106,0.1671846515777471,37.89747784599182,0.8681136744960385,0.05286842888073438,1.0
gpt-5-nano,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.0,0.0,,,,,
gpt-5-nano,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.0,0.003125,-1.0000000000000002,19.0,0.3298768009211252,-0.316227766016838,0.9896304027633755
gpt-5-nano,R2-R1,ai-race-fairgame-v3,afa635149ba0e41a8c13160ef18de15979eddad138c4736033dabdcddadd76da,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.0,0.003125,-1.0000000000000002,19.0,0.3298768009211252,-0.316227766016838,0.9896304027633755
gpt-5-nano,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.007142857142857143,0.0,1.0,19.0,0.3298768009211252,0.3162277660168379,0.9896304027633755
gpt-5-nano,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.007142857142857143,0.007142857142857143,0.0,38.0,1.0,0.0,1.0
gpt-5-nano,R2-R2,ai-race-fairgame-v3,20fc9d5dc05dab2641d82e87fd797bfde3bd8a0f26c925c84ad65f7580cf216a,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.0,0.007142857142857143,-1.0,19.0,0.3298768009211252,-0.3162277660168379,0.9896304027633755
gpt-5-nano,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.03685897435897435,0.03972763347763348,-0.10578528272404718,37.953615189460336,0.9163098547756888,-0.03345224363328504,1.0
gpt-5-nano,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.03685897435897435,0.1007020757020757,-1.5448300854321624,28.3239056059065,0.13348833369545351,-0.48851816679181365,0.4004650010863605
gpt-5-nano,R2-R3,ai-race-fairgame-v3,c3c3880229a504030b53b75b4a709ff3e6338493197e88215632c8098490ae8a,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.03972763347763348,0.1007020757020757,-1.4644359249740235,28.903749192486142,0.15386772201103355,-0.46309530102933705,0.46160316603310064
gpt-5-nano,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.23778346653346655,0.3156943750693751,-0.8568736339537151,36.27418937617264,0.3971404218064904,-0.27096723502391307,1.0
gpt-5-nano,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.23778346653346655,0.3023722111222111,-0.7550345733703203,37.48968519021221,0.45494566359157596,-0.2387628964023727,1.0
gpt-5-nano,R2-R4,ai-race-fairgame-v3,eb3fc01948afc39a0bdb7d8505f0fc8cf8c0faa405d5e01e06786000810cf63e,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3156943750693751,0.3023722111222111,0.13949289819535104,37.59262212299125,0.889805331669296,0.04411152757153006,1.0
gpt-5-nano,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.3008337495837496,0.28418789543789547,0.17462164738282207,37.91945279486459,0.8623059649985793,0.055220213450049835,1.0
gpt-5-nano,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.3008337495837496,0.27024433899433903,0.32468835814015407,37.809583853952034,0.7472066271832467,0.1026754741463359,1.0
gpt-5-nano,R2-R5,ai-race-fairgame-v3,5d5e4f80e4411da94cc030534db4e5a4cc712cc6e0240ff52e47f17c7ae39036,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.28418789543789547,0.27024433899433903,0.15162290453083765,37.97634245844235,0.8802869867096088,0.04794737237677108,1.0
gpt-5-nano,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.30681055056055057,0.2874892468642469,0.20240867852698113,37.999470277838995,0.8406770709942943,0.06400724423300755,1.0
gpt-5-nano,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.30681055056055057,0.302969252969253,0.03988865664510125,37.98307016852973,0.968390826362012,0.012613900780293067,1.0
gpt-5-nano,R2-R6,ai-race-fairgame-v3,6fddd011d29c0ee6b3b9adac863d71167c141100ac6a59ecb6672ddf3aea488b,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.2874892468642469,0.302969252969253,-0.16045284771937565,37.988525285492344,0.8733745615270695,-0.05073964558533805,1.0
gpt-5-nano,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.04141414141414142,0.07298076923076924,-0.9418812355994788,36.85998673871168,0.35238593661632234,-0.29784899898680217,1.0
gpt-5-nano,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.04141414141414142,0.0668452380952381,-0.7014912156191064,34.94510601797347,0.48764225368995834,-0.221830999995666,1.0
gpt-5-nano,R3-R1,ai-race-fairgame-v3,5fb0408188b461c4d41c167266c63d73f72355d97246d15fb7b2c792b3bed518,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.07298076923076924,0.0668452380952381,0.15779889711238967,37.402651725411026,0.8754641148424616,0.04990039271377185,1.0
gpt-5-nano,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.07097222222222221,0.09073870573870574,-0.38499473815372376,37.923489244442024,0.7023921490276235,-0.12174602597458953,1.0
gpt-5-nano,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.07097222222222221,0.0658707264957265,0.11010425278415273,35.18134046632244,0.9129523863712637,0.034818021886885826,1.0
gpt-5-nano,R3-R2,ai-race-fairgame-v3,5544079c8b2c6f8cd9c2b6f4ab10b7606034b1b75eea1acaf0c9d8dab93b7f03,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.09073870573870574,0.0658707264957265,0.5521617628806301,35.91078160095837,0.5842579397908275,0.17460888075566064,1.0
gpt-5-nano,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.12201395826395826,0.13347659285159286,-0.3208399920804678,34.81213201734592,0.7502498423799321,-0.10145851394446632,1.0
gpt-5-nano,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.12201395826395826,0.14515012765012766,-0.8263218594981377,37.31500956828575,0.41387404051021737,-0.2613059156399755,1.0
gpt-5-nano,R3-R3,ai-race-fairgame-v3,a39695ae5f4da7bb6d8a5fa790e310edb62647bc0e42c1b8fcd16cdf62ef49fd,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.13347659285159286,0.14515012765012766,-0.3412497097420839,32.2824562645991,0.7351268229969066,-0.10791263336563357,1.0
gpt-5-nano,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.3556727300477301,0.3546577727827728,0.01593660212268251,36.32622602495372,0.9873721786189719,0.005039596087155088,1.0
gpt-5-nano,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.3556727300477301,0.35184946997447,0.06455147690553617,37.68141408116973,0.9488723643385628,0.020412969334925205,1.0
gpt-5-nano,R3-R4,ai-race-fairgame-v3,762fd623bba3bee2e043aff8722a1bbfaed5bbfc6c05780fcc4c61ef3f9561d0,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3546577727827728,0.35184946997447,0.042440027425064385,37.413774698462205,0.9663736092555782,0.013420715062321443,1.0
gpt-5-nano,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.3061124986124986,0.3158431845931846,-0.15479576964829905,37.819244088944046,0.8778055130404844,-0.04895072042473866,1.0
gpt-5-nano,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.3061124986124986,0.3481536519036519,-0.6222640183638952,36.619700845012325,0.5376238613226567,-0.19677716039987522,1.0
gpt-5-nano,R3-R5,ai-race-fairgame-v3,18e87c63f13788867fa8962d0a84174f518d7e02922a434bf5eda6f433d102b9,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3158431845931846,0.3481536519036519,-0.46453801405280254,37.39950296505055,0.6449554261982087,-0.14689981841381622,1.0
gpt-5-nano,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.34912871850371846,0.3528463203463204,-0.06067287281950232,34.96427793305608,0.9519652235642523,-0.019186447029534946,1.0
gpt-5-nano,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.34912871850371846,0.3801510295260296,-0.47478233310797535,37.28480514944035,0.6377114422842869,-0.15013935654299726,1.0
gpt-5-nano,R3-R6,ai-race-fairgame-v3,4b09c77d364ce7b9843792dc3ab9b3e48d3a2ccd33e684793da6f3a523e742a6,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3528463203463204,0.3801510295260296,-0.4854932398034336,37.01881776104874,0.630187634584034,-0.15352644263931678,1.0
gpt-5-nano,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.2673996142746143,0.2630233655233655,0.05513800766797736,37.56102778654123,0.9563207656975203,0.017436168987463762,1.0
gpt-5-nano,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.2673996142746143,0.27394216894216894,-0.07881777435491594,36.747692368037704,0.9376052067909508,-0.02492436870667428,1.0
gpt-5-nano,R4-R1,ai-race-fairgame-v3,ad54d488b748b7c2902b8bdfcba5dc8e65684f09de4a21febb23eaffcf2ed7e5,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.2630233655233655,0.27394216894216894,-0.1254832793223528,37.76988108209798,0.9008065167648598,-0.039681297092574494,1.0
gpt-5-nano,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.24730706793206797,0.2599530330780331,-0.1586756390225759,37.34120141670535,0.8747795073838606,-0.050177642849403355,1.0
gpt-5-nano,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.24730706793206797,0.2655350899100899,-0.2113327247480242,37.95907710796156,0.833758183173893,-0.066829275433319,1.0
gpt-5-nano,R4-R2,ai-race-fairgame-v3,2ff3bf58b3359778743f5aef3a3796aed48078220df34125657762569a72755c,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.2599530330780331,0.2655350899100899,-0.06873185208237875,36.993576157649656,0.9455732404618423,-0.02173492003821038,1.0
gpt-5-nano,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.3365327727827728,0.3405987762237762,-0.08304933511549425,35.88704584388389,0.9342738321895201,-0.026262505712756477,1.0
gpt-5-nano,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.3365327727827728,0.3190430402930403,0.29823377368615267,31.072965022453673,0.7675099537645059,0.09430980000354328,1.0
gpt-5-nano,R4-R3,ai-race-fairgame-v3,184991aef9058bd59fdb65e452b7170a18e644c5ae745f902c13f6e06c8ea2e8,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3405987762237762,0.3190430402930403,0.3399441466326048,35.60769819365984,0.7358957893546042,0.10749977806012899,1.0
gpt-5-nano,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.4541646547896547,0.3975988594738594,1.100217436490642,35.98209675473645,0.2785437818339756,0.34791930207420796,0.8356313455019269
gpt-5-nano,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.4541646547896547,0.42240329115329117,0.7748391273028464,36.529717150075975,0.4434215644911516,0.2450256462494154,1.0
gpt-5-nano,R4-R4,ai-race-fairgame-v3,469e9877f8d14613f573038c972f799a1999b46cb9781b40d84aae39e6302d38,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3975988594738594,0.42240329115329117,-0.5165089828608881,32.357339369923494,0.6090112649398629,-0.16333448177772786,1.0
gpt-5-nano,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.4409765234765235,0.3796267621267621,1.4979050202274515,37.64968692523481,0.14249594465313697,0.47367915825193346,0.4274878339594109
gpt-5-nano,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.4409765234765235,0.41378246753246756,0.7012631776284513,36.19818785463737,0.48762288043667257,0.22175888805131416,1.0
gpt-5-nano,R4-R5,ai-race-fairgame-v3,69f7da726d7dd32c1b9c6c53b427b894d5423affbf8fd3b387e66a727c78a085,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3796267621267621,0.41378246753246756,-0.9323756433838996,37.37389367807287,0.3571269274106242,-0.29484306679580247,1.0
gpt-5-nano,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.461437937062937,0.3888495532245532,1.3189853518766033,37.25061870934687,0.1952252215576409,0.41709979123287116,0.5856756646729228
gpt-5-nano,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.461437937062937,0.4172717560217561,0.8056466754267843,37.156013064389676,0.4255726921252671,0.25476784836910454,1.0
gpt-5-nano,R4-R6,ai-race-fairgame-v3,00baa465aca87360ea15f6e6dc7ac9059b508cf9ce9e122d8bcc073a9509696b,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.3888495532245532,0.4172717560217561,-0.560023760973796,37.99687251982233,0.5787501993798034,-0.17709506284909113,1.0
gpt-5-nano,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.34530927405927403,0.305469252969253,0.3994104352318432,36.82552489567407,0.6918978939776743,0.12630466965717874,1.0
gpt-5-nano,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.34530927405927403,0.32193951881451877,0.22711802571200235,37.565620025395276,0.8215634672681412,0.07182102589306125,1.0
gpt-5-nano,R5-R1,ai-race-fairgame-v3,f5ab178729f12f236b85937033a38bcd266df8c1c44b86eee4345115fa9f291f,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.305469252969253,0.32193951881451877,-0.1754645156274018,37.80160799062264,0.8616511910699727,-0.05548675179207983,1.0
gpt-5-nano,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.30583326395826393,0.2858227883227883,0.21460523821166946,37.848245298171165,0.8312272288937145,0.06786413505518758,1.0
gpt-5-nano,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.30583326395826393,0.28370011932511935,0.22801643088788828,37.98653240405236,0.8208564120585644,0.07210512655480962,1.0
gpt-5-nano,R5-R2,ai-race-fairgame-v3,12f7eaa826e6956d709fb758be3a38931cd08b08297985b5698cadf5328bee3b,pilot,completed,max_private_risk,0.6,0.9,3,20,20,0.2858227883227883,0.28370011932511935,0.022536099981547958,37.74587250766157,0.9821390321888661,0.007126540551897014,1.0
gpt-5-nano,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,max_private_risk,0.1,0.6,3,20,20,0.387011322011322,0.37231400543900545,0.2283305640101072,37.82775933411605,0.8206190956105702,0.07220446417028083,1.0
gpt-5-nano,R5-R3,ai-race-fairgame-v3,d165c488ef730d384923091fda8b720709d36b2274c4ac2b303f65df4153d231,pilot,completed,max_private_risk,0.1,0.9,3,20,20,0.387011322011322,0.36034819347319347,0.3886138437016219,37.86165948240819,0.699738642603577,0.12289048763698052,1.0
